ID,Tweet,Target,Stance
6875,What have you done for the American people again ?? (Nothing) stay seated and let Trump do hes job..!!,Donald Trump,FAVOR
6876,look.. A giff from the CCP..Some people rather take shots a potus than the CCP...#nevertrump =communist China...rough,Donald Trump,FAVOR
6877,"Full of Lies- THE ONLY REASON is Knowing Trump WILL WIN! Trump Doesn't Think it Act Like #Dems. #Dems think Corrupt, so they see it as if everyone else is corrupt! You CAN'T Impeach on Your Interpretation of His THOUGHTS or his WORDS! His Has Not Said Anything Wrong!",Donald Trump,FAVOR
6878,Donald J. Trump @realDonaldTrump is a man of courage and determination. God bless him.,Donald Trump,FAVOR
6879,This is how its done. Take note never Trump milquetoasts.,Donald Trump,FAVOR
6880,#Trump counts as 6.5 people due to inflated #Ego and #pence only counts as half a person thus they are within guidelines,Donald Trump,AGAINST
6881,Watch this video to find out what is the reason for the violence of the American #police in some crimes and in dealing with criminal criminals. #PoliceLivesMatter #ALLLIVESMATER #AllBlackLivesMatter #BlackLivesMatter #racism #protests #Democrats #Republican @realDonaldTrump,Donald Trump,FAVOR
6882,What the FLIP is wrong with u @JebBush? Youre a sick low energy BAD LOSER. What was it u so smugly &amp; WRONGLY said in that now proof of idiocy video?POTUS Trump will never B @POTUS &amp; will not #BuildThatWall? Guess we can say very matter of factly YOU are WRONG - AGAIN,Donald Trump,FAVOR
6883,Please Donald Trump de classifie all the papers we have a right to know what the crooked left have done to our country #president trump 4.1 %GDP,Donald Trump,FAVOR
6884,How many times will the #GOP waste our tax money? While they run and hide from trump! #corruption #karma,Donald Trump,AGAINST
6885,"#ThreePete after me: The only thing I miss about the past is the days when a tan suit was a scandal. #Election2020 is about choosing between intelligence, empathy &amp; character OR #Trump. Join #PeteForAmerica &amp; follow #MayorPete @petebuttigieg &amp; donate at",Donald Trump,AGAINST
6886,"YES! YES! YES! I luv u China but ur NOT gonna rip-off America or any1, anymore @realDonaldTrump - @KatTimpf @greggutfeld @kimguilfoyle @TuckerCarlson #thefive #foxnews #dems - #CommonSense #Hannity #Tucker -",Donald Trump,FAVOR
6887,"December 7th 2015 there where 37 mass shootings in the United States , now between February 20th 2016 and today August 31 2019 there where also 37 mass shootings if you do the math its clear to see Trump has not made this nation safer its FAR more Dangerous",Donald Trump,AGAINST
6888,"WARNING, WARNING The CULT is about to suggest nothing to see here and the world will forever change. Power corrupts... An imbalanced dangerous ConMan is solidifying his power with the #GOP supporting his power grab. @realDonaldTrump",Donald Trump,AGAINST
6889,#Republicans must realize they are being conned. That trump is #trumprussia. No #American wants our enemy confirming directly with our pres. Thats not supposed to happen. Otherwise its treason.,Donald Trump,AGAINST
6890,@realDonaldTrump the world is right you are deplorable. Dont know how folks don't need a shower after they are in your presence. Yuk,Donald Trump,AGAINST
6891,Isnt it strange how Lisa Simpson said just this to Milhouse right after trump was gone in an old episode of the simpsons. They did predict that hed bankrupt the country. #StopTrump #IndictTrump #ImprisonTrump #trumpslogans,Donald Trump,AGAINST
6892,"Matt, how did the conference allow @SpeakerRyan to put us in this box? We had 2 years to get this done....a colossal waste of majority rule, something the #GOP has demonstrated it doesn't deserve. Your #GOP colleagues pissed on @realDonaldTrump #1 campaign promise. Inexcusable!",Donald Trump,FAVOR
6893,In the past 6 weeks 26 million Americans lost their income. The ONLY politician that gave up their salary is #PresidentTrump. Let that sink in!,Donald Trump,FAVOR
6894,Go away...all you Trumps are the same...and Americans reject you.,Donald Trump,AGAINST
6895,"You are possibly the most classless and graceless person in the world. What you do possess in spades, is a deeply racist outlook. Every bone in your body is racist. #RacistTrump",Donald Trump,AGAINST
6896,"When theyll bombard the storm? According to the orange mastodon (@realDonaldTrump) thats the way to do everything, be violent, weaponized and leave all in dust!",Donald Trump,AGAINST
6897,This is nukin futz! Paid actors for a Trump rally! Pulses. #Trump #FakeNews #Phoenix,Donald Trump,AGAINST
6898,#CorruptGOP needs worry about #CorruptTrump contacting foreign countries for help in 2020 election. @GOP needs to remember this when #Dems are in control &amp; dont go crying like bytches!,Donald Trump,AGAINST
6899,Noooooooo!!! KNOCK it off!! AND #DEMS should get to work for Americans and STOP trying to OBSTRUCT and resist OUR @POTUS #TRUMP!! Give it up people!!,Donald Trump,FAVOR
6900,"Remember your history, @SenateGOP During #WWI Germany sent Lenin into #Russia as a weapon against their enemies. In much the same way, Russia weaponized @realDonaldTrump against American #Elections , undermining our very foundations. US democracy is in great peril.",Donald Trump,AGAINST
6901,WHAT A GREAT IDEA - ELIMINATE HEALTHCARE IN THE MIDST OF A PANDEMIC. 'What we are doing is we want to terminate health care' Pandummy Trump is still trying to overturn the ACA as millions of Americans catch COVID-19 01,Donald Trump,AGAINST
6902,@realDonaldTrump congratulations! Now lets put this hoax @RepAdamSchiff Scham to bed and Make America Great Again!! #SchiffSham,Donald Trump,FAVOR
6903,#Trump can't govern the hopeful but he can rule the fearful. John Dean,Donald Trump,AGAINST
6904,"1/ Ur forgetting how many FBI agents like McCabe/COmey/Page/Stroke/Ohr etc. . . all went down. . . among others. Trump needed people to help him and u can indict a ham sandwich. If Hillary was hated they could find so many around her corrupted n busted, But no the Establishment-",Donald Trump,FAVOR
6905,"regarding #BlackVoicesforTrump: black people are not election blackground! your life, work, legacy would reflect INCLUSION &amp; NO need to bring out internalized racists coddling a man who strokes statue of confederate-racist Andrew Jackson. #election2020",Donald Trump,AGAINST
6906,Im fairly sure the #hate from #correspondence-dinner &amp; #MSM #MediaMob caused @POTUS @realDonaldTrump to run for #President so thank God for #media #Democrat hate! #Trump has done well for ALL #Americans! #MAGA!,Donald Trump,FAVOR
6907,larry nassar should have said he was a proud supporter of the kkk & a member of the neo-nazis. #DonaldTrump would have pardoned him #trump,Donald Trump,AGAINST
6908,Agree % I stop watching MSM. I dont want to see a #tRump show full of #lies everytime a reporter ask him a question. He is a LIAR!Yet they give him a airtime this madness @CNN @ABC @CBSNews,Donald Trump,AGAINST
6909,"In his #SOTU, #PresidentTrump's remarks about the economy were cavalier, to say the least. He forgot to mention the #deficit, which is up 50% since #Trump took office. Read @BryanBerky's 5 scary takeaways from the latest #budget report.",Donald Trump,AGAINST
6910,"Hey, let's get more teachers buying guns, too. Trump's latest proposal gives the #NRA more of what it wants and highlights the further radicalization of the #Republican Pary.",Donald Trump,AGAINST
6911,"I guess that's prophetic in a way, considering the #GOP and #Trump's treatment of both have been contributing factors towards my escape from the #Republican party. Let me stress something right now. I am NOT a #Democrat. I am a #conservative through and through...",Donald Trump,AGAINST
6912,They have done exactly that! NOTHING! One thing they are good at is spending OUR money on witch hunts! #KAGA2020 #Trump,Donald Trump,FAVOR
6913,Were gonna vote alright- another 4 years of @realDonaldTrump for #President ~ Deal with that!,Donald Trump,FAVOR
6914,"So one day after losing the #HouseOfRepresentatives, #trump had a muted tone re the #dems and he took questions from the press. This check was necessary. #progress",Donald Trump,AGAINST
6915,What's missing here is significant. Trump is a loosed mad beast. We MUST focus on WHO set this beast upon us. WHO REFUSES to rein their beast n. WHO is using this beast for cover as THEY wage war on Americans n fealty to their #MoniedMasters. #GOP,Donald Trump,AGAINST
6916,Read the rough transcript of Trumps first phone call with Ukraine's Leader released by the White House.. #donaldtrump #trump #uspresident,Donald Trump,FAVOR
6917,"#Oprah is hands-down a kinder, more generous and charitable person than #Trump The Oaf. That said, do we need or want another #president whose only calling card is entrepreneurship? Honest though she all but certainly is, Oprah has no more governing experience than The Donald.",Donald Trump,AGAINST
6918,#realDonaldTrump I have spent my presidency knowingly lying and bullying everyday. I am up to over 3000 lies! HISTORIC!! Remember Mexico will pay for the Wall That was CLASSIC!! Or I will never cut Social Security GREAT!! My #GOP #deplorables love me!!,Donald Trump,AGAINST
6919,"#MoscowMitch controls Senate Appointments, not Pelosi, and today, Trump promised to send ventilators to Moscow, while Americans suffer. So much for #AmericaFirst. This man has cost more lives than Benghazi and 9/11 combined, yet you want to give him a pass.",Donald Trump,AGAINST
6920,"I went to school with kids like Trump. We didnt have smartphones back then. But, they would always be looking around, then go back to doodling, rolling spitballs, folding paper airplanes...hilarious. #vote",Donald Trump,AGAINST
6921,"DemWrite EPAScottPruitt And Trump and the #GOP are cheering him on! They're probably thinking ""Oh that was clever! Why didn't we think of that?"" More creative elimination of inconvenient facts.",Donald Trump,AGAINST
6922,"Jake The Fake Crapper @jaketapper , Like a loyal DS / Dem lap dog will yelp out blame, panic n disinformation until Nov 3. #Corona is DS PLAN to: &gt;Tank t Economy &gt;Trap / demotivate @realDonaldTrump 's base n voters from showing up #2020elections only chance DEM/DS ve of a win",Donald Trump,FAVOR
6923,1) 6 Billion Budget Surplus 2) Leading the fight against Trump 3) Clean energy by 2045 4) Controlled by Democrats See what happens when Dems are in control. #GOP should just move out of the way. The #GOP is currently in control of the federal government - accomplishments?,Donald Trump,AGAINST
6924,"#AdamShiffROCKS #AdamSchiff said were lost if Right doesnt matter . Now in #america we are LOST. With an AG to protect trump , a compliant congress and a corrupt cabinet our government is LOST - who can disagree? #RightMatters #Democratic are we ready for it ???",Donald Trump,FAVOR
6925,Totally agree with @SarahHuckabee that the Dems have given @realDonaldTrump an in kind campaign contribution with their antics this week. Thank you all #KAG2020Landslide,Donald Trump,FAVOR
6926,"if you want a quick read on #yang2020 #andrewYang2020's polices, go to his website: he has more than 72 policies &amp; solutions to fix our troubled nation. it is @AndrewYangVFA 's Math Vs Trump's Mess, whom you choose? #election2020",Donald Trump,AGAINST
6927,Thank you... I hope there are no hard feelings. I just could not stomach you as #Potus so I helped the other guy. Ye vay. Did I screw that up! #MerryChrismas #trumpresignation #Trump,Donald Trump,AGAINST
